GO ID	TERM	PVAL	FDR	UIDS
9057	macromolecule catabolic process	0.0096581	0.047209	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q93ZA0 Q9SY65
6304	DNA modification	0.010151	0.047209	Q94A79 Q9SIW2
44728	DNA methylation or demethylation	0.010151	0.047209	Q94A79 Q9SIW2
6511	ubiquitin-dependent protein catabolic process	0.010276	0.047209	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q9SY65
19941	modification-dependent protein catabolic process	0.010276	0.047209	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q9SY65
43632	modification-dependent macromolecule catabolic process	0.010276	0.047209	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q9SY65
16598	protein arginylation	0.010491	0.047209	Q9C776
48577	negative regulation of short-day photoperiodism, flowering	0.010491	0.047209	Q6BDA0
48579	negative regulation of long-day photoperiodism, flowering	0.010491	0.047209	Q6BDA0
48587	regulation of short-day photoperiodism, flowering	0.010491	0.047209	Q6BDA0
469	cleavage involved in rRNA processing	0.010491	0.047209	Q9FVQ1
478	endonucleolytic cleavage involved in rRNA processing	0.010491	0.047209	Q9FVQ1
50691	regulation of defense response to virus by host	0.010491	0.047209	Q9SAH7
15074	DNA integration	0.010491	0.047209	Q9FQ09
19222	regulation of metabolic process	0.010929	0.048429	Q9SMW7 Q9C776 Q93ZS9 Q94A79 Q9C641 O22056 Q6BDA0 Q9SAH7 Q9FML2 Q9ZQC0 Q9LUQ5 O24617 Q9ZQH2 Q8LF41 O82234 P41377 Q9C9M7 Q9SIW2 Q8LFJ6 Q9LYK7 Q8LCG7
51603	proteolysis involved in cellular protein catabolic process	0.010954	0.048429	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q9SY65
6413	translational initiation	0.011259	0.049345	O82234 P41377 P34788
