GO ID	TERM	PVAL	FDR	UIDS
44271	cellular nitrogen compound biosynthetic process	0.00022142	0.002217	Q8L8W6 Q9FLF0 Q9C9Z8 Q9M2F1 Q9FLN4 O04603 O80452 Q9SYL9 P16181 Q9LH76 O64380 Q9ASV6 Q9FLE4 Q9SZF8 Q9LPG6 P98204 Q9FKC0 Q9FY65 Q9LUK2 Q9FR44 O80526 Q9LHA4 Q9FGS4 Q94AY1 Q9ZUU1 Q96529 Q9CAV0 Q9XJ27 O22290
6542	glutamine biosynthetic process	0.00022577	0.0022323	Q8GXW5 Q9LVI8
6810	transport	0.00022946	0.0022407	Q1PEX3 Q9MA55 Q9M817 Q9C9Z8 Q66GN9 Q9LW76 Q9LV10 Q9XIE6 Q9XH75 Q9SZH0 Q3E8X3 P59277 Q8RX77 Q39233 Q9LXC0 Q38885 Q9LYK2 Q9STU3 O48850 P98204 Q9LHA4 Q94FY7 Q9C9Y1 P11574 P92514 Q8RWD9 Q9LTW0 Q8W4K6 Q39101 O82481
45017	glycerolipid biosynthetic process	0.00023797	0.0022955	Q8L518 Q9FR44 Q9M9H6 Q8GWG0
72330	monocarboxylic acid biosynthetic process	0.00032799	0.0031258	Q9ZQP2 Q84P21 O65202 Q06327 Q8VYP2 Q9SJE2 Q9SIE3
1901575	organic substance catabolic process	0.00033737	0.0031467	Q9SGU9 P48491 O65595 Q9ZQP2 Q9FKG3 O23299 O65202 P49078 Q9LXS6 Q9SJH7 P57106 Q9ZPI6 Q96329 Q9SAK4
6732	coenzyme metabolic process	0.00033814	0.0031467	Q9LUT2 Q9SXP7 Q9FGS4 O80526 Q94AY1 Q9SJL8
17144	drug metabolic process	0.00036062	0.0033169	Q9LUT2 P98204 Q9FGS4 Q9C9Z8 Q9LHA4 Q9SJL8 Q96529 B9DGD6
1901362	organic cyclic compound biosynthetic process	0.00038922	0.0035387	Q8VYH2 Q9LPG6 P98204 Q9C9Z8 O80526 Q9LHA4 Q94FY7 Q9LUT2 O80452 Q9FGS4 Q94AY1 Q9ZUU1 Q96529 Q9LH76 P43256
61024	membrane organization	0.00041844	0.003699	P59277 Q06327 O49377 Q39233 Q9XIE6
15979	photosynthesis	0.00043296	0.003699	Q8LCQ4 Q9CAC5 P04778 Q39101 Q9C639 Q9SGH4
9056	catabolic process	0.00043732	0.003699	Q9SGU9 P48491 Q9ZVQ3 O65595 Q9ZQP2 Q9FKG3 O23299 O65202 P49078 Q9LXS6 Q9SJH7 P57106 Q9ZPI6 Q96329 Q9SAK4
6757	ATP generation from ADP	0.00044185	0.003699	P48491 O65595 Q9FKG3 P57106
46031	ADP metabolic process	0.00044185	0.003699	P48491 O65595 Q9FKG3 P57106
6096	glycolytic process	0.00044185	0.003699	P48491 O65595 Q9FKG3 P57106
10253	UDP-rhamnose biosynthetic process	0.00044894	0.003699	Q9LPG6 Q9LH76
6556	S-adenosylmethionine biosynthetic process	0.00044894	0.003699	Q9LUT2 Q9SJL8
33478	UDP-rhamnose metabolic process	0.00044894	0.003699	Q9LPG6 Q9LH76
15914	phospholipid transport	0.00057136	0.0045904	P98204 Q9LTW0 Q9XIE6
9135	purine nucleoside diphosphate metabolic process	0.00058033	0.0045904	P48491 O65595 Q9FKG3 P57106
9179	purine ribonucleoside diphosphate metabolic process	0.00058033	0.0045904	P48491 O65595 Q9FKG3 P57106
9185	ribonucleoside diphosphate metabolic process	0.00058033	0.0045904	P48491 O65595 Q9FKG3 P57106
97164	ammonium ion metabolic process	0.00066789	0.0052307	Q8L518 Q9FR44 Q9M9H6
9435	NAD biosynthetic process	0.00074392	0.0056664	Q9FGS4 Q94AY1
46500	S-adenosylmethionine metabolic process	0.00074392	0.0056664	Q9LUT2 Q9SJL8
1901564	organonitrogen compound metabolic process	0.00074501	0.0056664	Q9SR70 P48491 Q9FLF0 Q9C9Z8 Q9M2F1 Q9FLN4 Q8GXW5 Q8VYP2 P16181 O65390 Q9SAK4 O64380 Q9ASV6 Q9FLE4 Q9LUI6 O23334 Q9FKG3 O23299 P98204 Q9C9U4 Q8L518 Q9FKC0 Q9FY65 Q9FR44 O80526 Q9FZ80 Q0WNZ5 Q9FGS4 Q94AY1 Q9SCX8 Q96529 Q9XJ27 O22290 Q8L8W6 P57106 O04603 Q9LUT2 Q9M077 Q93VC9 Q9LM33 Q9SYL9 Q9LMT0 Q9SXJ6 Q9LM71 Q9SKQ0 Q9LVI8 Q9SGU9 Q9SZF8 O65595 P49078 Q9LUK2 Q9LHA4 Q94FY7 Q9ZUU1 Q9CAV0 Q9M9H6
6555	methionine metabolic process	0.00077421	0.0058324	Q9LUT2 Q9SGU9 Q0WNZ5
9152	purine ribonucleotide biosynthetic process	0.0008954	0.0066817	P98204 Q9C9Z8 O80526 Q9LHA4 Q96529
34641	cellular nitrogen compound metabolic process	0.00090916	0.006721	P48491 Q8L8W6 Q9FLF0 Q9C9Z8 Q9M2F1 Q9FLN4 P57106 O04603 O80452 Q9SYL9 P16181 Q9LH76 O64380 Q9ASV6 Q9FLE4 Q9SZF8 O65595 Q9LPG6 Q9FKG3 O23299 P98204 Q9FKC0 Q9FY65 Q9LUK2 O49203 Q9FR44 O80526 Q9LHA4 Q9LY66 Q9FGS4 Q94AY1 Q39189 Q9ZUU1 Q96529 Q9CAV0 Q9XJ27 O22290
10035	response to inorganic substance	0.00097921	0.0071718	P48491 Q9T074 O65202 Q9SYT0 P57751 P11574 Q9M7T0 Q9LK99 Q9SE45 Q9SCX8 Q39101 Q96529 O82660 Q9LVI8
6090	pyruvate metabolic process	0.0010962	0.0077663	P48491 O65595 Q9FKG3 P57106
6164	purine nucleotide biosynthetic process	0.0011017	0.0077663	P98204 Q9C9Z8 O80526 Q9LHA4 Q96529
9260	ribonucleotide biosynthetic process	0.0011017	0.0077663	P98204 Q9C9Z8 O80526 Q9LHA4 Q96529
46390	ribose phosphate biosynthetic process	0.0011017	0.0077663	P98204 Q9C9Z8 O80526 Q9LHA4 Q96529
6657	CDP-choline pathway	0.0011095	0.0077663	Q8L518 Q9M9H6
6520	cellular amino acid metabolic process	0.0011308	0.0078465	Q9LUT2 Q9SGU9 Q0WNZ5 P49078 Q8GXW5 Q8VYP2 Q9ZUU1 Q9SAK4 Q9LVI8
9108	coenzyme biosynthetic process	0.0012781	0.0087772	Q9LUT2 Q9FGS4 O80526 Q94AY1 Q9SJL8
1901360	organic cyclic compound metabolic process	0.0012872	0.0087772	Q8VYH2 P48491 Q84P21 Q9C9Z8 P57106 Q9LUT2 O80452 Q9SXP7 Q9LH76 P43256 O64380 O65595 Q9LPG6 Q9FKG3 O23299 P98204 O49203 O80526 Q9LHA4 Q9LY66 Q94FY7 Q9FGS4 Q94AY1 Q39189 Q9ZUU1 Q96529
18130	heterocycle biosynthetic process	0.0013003	0.0087909	O80452 Q9LPG6 P98204 Q9FGS4 Q9C9Z8 O80526 Q9LHA4 Q94AY1 Q9ZUU1 Q96529 Q9LH76 Q94FY7
5996	monosaccharide metabolic process	0.0014474	0.0097026	Q42605 Q9T074 O82616 Q9M1B9
44272	sulfur compound biosynthetic process	0.0014746	0.009738	Q9LUT2 Q0WNZ5 O80526 Q9FZ80 Q9SJL8
1901605	alpha-amino acid metabolic process	0.0014773	0.009738	Q9LUT2 Q9SGU9 Q0WNZ5 Q8GXW5 Q8VYP2 Q9SAK4 Q9LVI8
19359	nicotinamide nucleotide biosynthetic process	0.0015443	0.0099343	Q9FGS4 Q94AY1
46496	nicotinamide nucleotide metabolic process	0.0015443	0.0099343	Q9FGS4 Q94AY1
72522	purine-containing compound biosynthetic process	0.0015448	0.0099343	P98204 Q9C9Z8 O80526 Q9LHA4 Q96529
6807	nitrogen compound metabolic process	0.0018988	0.012112	Q9SR70 P48491 Q9FLF0 Q9C9Z8 Q9M2F1 Q9FLN4 O80452 Q8GXW5 Q8VYP2 P16181 Q9LH76 O65390 Q9SAK4 O64380 Q9ASV6 Q9FLE4 Q9LUI6 O23334 Q9LPG6 Q9FKG3 O23299 P98204 Q9C9U4 Q8L518 Q9FKC0 Q9FY65 Q9FR44 O80526 Q9FZ80 Q0WNZ5 Q9FGS4 Q94AY1 Q39189 Q9SCX8 Q96529 Q9XJ27 O22290 Q8L8W6 P57106 O04603 Q9LUT2 Q9M077 Q93VC9 Q9LM33 Q9SYL9 Q9LMT0 Q9SXJ6 Q9LM71 Q9SKQ0 Q9LVI8 Q9SGU9 Q9SZF8 O65595 P49078 Q9LUK2 O49203 Q9LHA4 Q9LY66 Q94FY7 Q56WN1 Q9ZUU1 Q9CAV0 Q9M9H6
9123	nucleoside monophosphate metabolic process	0.0020207	0.012652	O80452 Q9ZUU1 Q96529
19319	hexose biosynthetic process	0.0020473	0.012652	Q42605 Q9T074
9127	purine nucleoside monophosphate biosynthetic process	0.0020473	0.012652	O80452 Q96529
9168	purine ribonucleoside monophosphate biosynthetic process	0.0020473	0.012652	O80452 Q96529
46474	glycerophospholipid biosynthetic process	0.0022309	0.013622	Q8L518 Q9FR44 Q9M9H6
19684	photosynthesis, light reaction	0.0022388	0.013622	Q9CAC5 P04778 Q9C639 Q9SGH4
51186	cofactor metabolic process	0.0022676	0.013692	Q9LUT2 Q9SXP7 Q9FGS4 O80526 Q94AY1 Q9SJL8 Q94FY7
19438	aromatic compound biosynthetic process	0.0024929	0.014682	Q9LUT2 O80452 Q9LPG6 P98204 Q9FGS4 Q9C9Z8 O80526 Q9LHA4 Q94AY1 Q9ZUU1 Q96529 Q9LH76
46486	glycerolipid metabolic process	0.0025105	0.014682	Q8L518 Q9FR44 Q9M9H6 Q8GWG0
6979	response to oxidative stress	0.0025207	0.014682	Q9M7T0 O49203 Q9SYT0 Q42564 Q9SCX8 Q39101 Q94FY7 Q9STS7
2213	defense response to insect	0.0026172	0.014682	Q9ZQP2 O65202
71941	nitrogen cycle metabolic process	0.0026172	0.014682	Q56WN1 Q9LVI8
51667	establishment of plastid localization	0.0026172	0.014682	Q9C8E6 Q9C9Q4
42126	nitrate metabolic process	0.0026172	0.014682	Q56WN1 Q9LVI8
42128	nitrate assimilation	0.0026172	0.014682	Q56WN1 Q9LVI8
9902	chloroplast relocation	0.0026172	0.014682	Q9C8E6 Q9C9Q4
6014	D-ribose metabolic process	0.0026172	0.014682	O82616 Q9M1B9
1901615	organic hydroxy compound metabolic process	0.0026807	0.014932	Q9SD81 Q8VYH2 O81796 P43256 Q94FY7 Q9C907
9063	cellular amino acid catabolic process	0.0029411	0.016256	Q9SGU9 P49078 Q9SAK4
6857	oligopeptide transport	0.0029593	0.016256	Q9M817 Q3E8X3 Q8RX77 Q9LV10
6541	glutamine metabolic process	0.0032527	0.017268	Q8GXW5 Q9LVI8
51644	plastid localization	0.0032527	0.017268	Q9C8E6 Q9C9Q4
9226	nucleotide-sugar biosynthetic process	0.0032527	0.017268	Q9LPG6 Q9LH76
19750	chloroplast localization	0.0032527	0.017268	Q9C8E6 Q9C9Q4
42762	regulation of sulfur metabolic process	0.0032527	0.017268	Q43295 Q9FGS4
96	sulfur amino acid metabolic process	0.0034833	0.018247	Q9LUT2 Q9SGU9 Q0WNZ5
9064	glutamine family amino acid metabolic process	0.0034833	0.018247	Q8GXW5 Q9SAK4 Q9LVI8
16052	carbohydrate catabolic process	0.0036389	0.018937	P48491 O65595 Q9FKG3 P57106
2001057	reactive nitrogen species metabolic process	0.0039528	0.019915	Q56WN1 Q9LVI8
19362	pyridine nucleotide metabolic process	0.0039528	0.019915	Q9FGS4 Q94AY1
19363	pyridine nucleotide biosynthetic process	0.0039528	0.019915	Q9FGS4 Q94AY1
9126	purine nucleoside monophosphate metabolic process	0.0039528	0.019915	O80452 Q96529
9167	purine ribonucleoside monophosphate metabolic process	0.0039528	0.019915	O80452 Q96529
61025	membrane fusion	0.0040829	0.02044	P59277 O49377 Q39233
48193	Golgi vesicle transport	0.0044047	0.021776	Q9STU3 Q39233 Q9XIE6
46835	carbohydrate phosphorylation	0.0044047	0.021776	Q9FKG3 O82616 Q9M1B9
51656	establishment of organelle localization	0.0047162	0.023151	Q9C8E6 Q9C9Q4
15748	organophosphate ester transport	0.0047414	0.023151	P98204 Q9LTW0 Q9XIE6
8610	lipid biosynthetic process	0.0047799	0.023196	Q8VYH2 Q8L518 Q9FR44 P43256 Q9M9H6 Q9SJE2 Q9SIE3 Q8GWG0
43648	dicarboxylic acid metabolic process	0.0050933	0.024566	Q9FGS4 P57106 Q9SAK4
32501	multicellular organismal process	0.0051945	0.024902	O65202 Q07970 Q9XIE6 Q9ZPI6 O80452 Q43295 Q3E8X3 Q8LDN8 Q9LFT8 Q9SYL9 P16181 P46644 Q9LPG6 Q9ZQP2 Q9C7W7 Q9FR44 P57751 Q94FY7 Q9SQG2 Q8S4Y1 Q06327 Q9FMY5 Q96329 Q39101 Q9ZUU1
6725	cellular aromatic compound metabolic process	0.0052383	0.024961	P48491 O65595 Q9LPG6 Q84P21 Q9FKG3 O23299 P98204 Q9C9Z8 O49203 O80526 Q9LHA4 Q9LY66 Q94FY7 P57106 Q9LUT2 O80452 Q9FGS4 Q94AY1 Q39189 Q9ZUU1 Q96529 Q9LH76 O64380
9611	response to wounding	0.0055259	0.025938	Q8VYH2 Q84P21 O65202 Q06327 Q9M9H6
51649	establishment of localization in cell	0.0055418	0.025938	Q9C8E6 Q9C9Q4
9156	ribonucleoside monophosphate biosynthetic process	0.0055418	0.025938	O80452 Q96529
46483	heterocycle metabolic process	0.0057282	0.026653	P48491 O65595 Q9LPG6 Q9FKG3 O23299 P98204 Q9C9Z8 O49203 O80526 Q9LHA4 Q9LY66 Q94FY7 P57106 O80452 Q9SXP7 Q9FGS4 Q94AY1 Q39189 Q9ZUU1 Q96529 Q9LH76 O64380
9066	aspartate family amino acid metabolic process	0.0058432	0.027029	Q9LUT2 Q9SGU9 Q0WNZ5
6950	response to stress	0.0062917	0.028934	Q8VYH2 P48491 Q9T074 Q84P21 O65202 Q9SYT0 Q9FIJ0 Q9LUT2 Q9M7T0 Q9SE45 Q9LFP1 O65390 Q9SAK4 Q42605 Q9ZQP2 P49078 O49203 Q42564 P57751 Q94FY7 Q9SIE3 Q9STS7 Q06327 O49377 Q9SCX8 Q39101 Q9M9H6
6139	nucleobase-containing compound metabolic process	0.0072548	0.033171	P48491 O65595 Q9LPG6 Q9FKG3 P98204 Q9C9Z8 O49203 O80526 Q9LHA4 Q9LY66 P57106 O80452 Q9FGS4 Q94AY1 Q39189 Q9ZUU1 Q96529 Q9LH76 O64380
6733	oxidoreduction coenzyme metabolic process	0.0073752	0.033336	Q9FGS4 Q94AY1
15706	nitrate transport	0.0073752	0.033336	Q9LYK2 Q8RX77
16310	phosphorylation	0.0079077	0.034666	Q9LUI6 P48491 O23334 O65595 Q9FKG3 Q9C9U4 Q8L518 O49203 O82616 P57106 Q1PDI2 O81014 P92514 Q43295 Q9M077 Q9LM33 Q9LFT8 Q9LMT0 Q9ZUU1 Q9M1B9 Q9M9H6
9124	nucleoside monophosphate biosynthetic process	0.0083807	0.034666	O80452 Q96529
98	sulfur amino acid catabolic process	0.0087213	0.034666	Q9SGU9
90306	spindle assembly involved in meiosis	0.0087213	0.034666	Q07970
45324	late endosome to vacuole transport	0.0087213	0.034666	Q39233
6651	diacylglycerol biosynthetic process	0.0087213	0.034666	Q8GWG0
43617	cellular response to sucrose starvation	0.0087213	0.034666	P49078
9052	pentose-phosphate shunt, non-oxidative branch	0.0087213	0.034666	Q9FI13
9087	methionine catabolic process	0.0087213	0.034666	Q9SGU9
7053	spindle assembly involved in male meiosis	0.0087213	0.034666	Q07970
19458	methionine catabolic process via 2-oxobutanoate	0.0087213	0.034666	Q9SGU9
48194	Golgi vesicle budding	0.0087213	0.034666	Q9XIE6
19646	aerobic electron transport chain	0.0087213	0.034666	P92514
19695	choline metabolic process	0.0087213	0.034666	Q9FR44
46339	diacylglycerol metabolic process	0.0087213	0.034666	Q8GWG0
46369	galactose biosynthetic process	0.0087213	0.034666	Q42605
19805	quinolinate biosynthetic process	0.0087213	0.034666	Q9FGS4
46459	short-chain fatty acid metabolic process	0.0087213	0.034666	Q96329
42425	choline biosynthetic process	0.0087213	0.034666	Q9FR44
30397	membrane disassembly	0.0087213	0.034666	Q06327
9971	anastral spindle assembly involved in male meiosis	0.0087213	0.034666	Q07970
55048	anastral spindle assembly	0.0087213	0.034666	Q07970
46874	quinolinate metabolic process	0.0087213	0.034666	Q9FGS4
6123	mitochondrial electron transport, cytochrome c to oxygen	0.0087213	0.034666	P92514
51641	cellular localization	0.0087871	0.034753	Q9XH75 Q9C8E6 Q9STU3 P59277 Q8W4K6 Q39233 Q9C9Q4 Q9C9Y1
44248	cellular catabolic process	0.0092891	0.035914	Q9SGU9 Q9ZVQ3 Q9ZQP2 O23299 O65202 P49078 Q9LXS6 Q96329 Q9SJH7 Q9SAK4 Q9ZPI6
6623	protein targeting to vacuole	0.0094439	0.035914	Q9STU3 Q39233
72525	pyridine-containing compound biosynthetic process	0.0094439	0.035914	Q9FGS4 Q94AY1
72524	pyridine-containing compound metabolic process	0.0094439	0.035914	Q9FGS4 Q94AY1
9161	ribonucleoside monophosphate metabolic process	0.0094439	0.035914	O80452 Q96529
72665	protein localization to vacuole	0.0094439	0.035914	Q9STU3 Q39233
72666	establishment of protein localization to vacuole	0.0094439	0.035914	Q9STU3 Q39233
5985	sucrose metabolic process	0.0094439	0.035914	Q9FY54 Q9C8J4
6869	lipid transport	0.0099947	0.037647	Q9MA55 Q8RWD9 P98204 Q9LTW0 Q9XIE6
9555	pollen development	0.0099947	0.037647	Q9ZQP2 O65202 Q8LDN8 Q9FR44 P57751
42445	hormone metabolic process	0.010546	0.039047	Q9ZQP2 Q84P21 O23299 O65202 Q06327
19321	pentose metabolic process	0.010564	0.039047	O82616 Q9M1B9
46364	monosaccharide biosynthetic process	0.010564	0.039047	Q42605 Q9T074
6071	glycerol metabolic process	0.010564	0.039047	Q9SD81 Q9C907
65008	regulation of biological quality	0.011311	0.041613	Q9ZQP2 Q84P21 O23299 O65202 Q06327 Q9FZ87 Q9FR44 Q9SCX8 Q39101 Q9SAK4
8652	cellular amino acid biosynthetic process	0.011413	0.041794	Q0WNZ5 Q8GXW5 Q8VYP2 Q9ZUU1 Q9LVI8
9084	glutamine family amino acid biosynthetic process	0.01174	0.042596	Q8GXW5 Q9LVI8
19400	alditol metabolic process	0.01174	0.042596	Q9SD81 Q9C907
42221	response to chemical	0.012704	0.045886	Q8VYH2 P48491 Q9ZVQ3 Q9T074 O23299 O65202 P49078 Q9FZ87 Q9SYT0 Q9FR44 Q42564 P57751 P11574 Q9M7T0 Q06327 Q9LK99 O49377 Q9SE45 Q9SCX8 Q39101 Q8VZ56 Q96529 O82660 Q9LVI8
413	protein peptidyl-prolyl isomerization	0.01291	0.046208	Q9SR70 Q9LM71 Q9SKQ0
6650	glycerophospholipid metabolic process	0.01291	0.046208	Q8L518 Q9FR44 Q9M9H6
51704	multi-organism process	0.013074	0.046584	Q9T074 Q9ZQP2 O65202 Q9FR44 Q07970 Q9FIJ0 Q9SIE3 Q9SQG2 Q43295 Q9LV93 Q3E8X3 Q06327 Q9LFT8 Q8W4K6 Q39101
42446	hormone biosynthetic process	0.013551	0.048065	Q9ZQP2 Q84P21 O65202 Q06327
